is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,market_segment,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,booking_changes,deposit_type,days_in_waiting_list,adr,required_car_parking_spaces,total_of_special_requests,guest_group_type,guest_origin
0,1,2016,February,23,0,1,2,0.0,0,BB,Direct,0,0,0,A,0,No Deposit,0,107.0,1,1,Couples,Foreign
0,17,2016,February,22,1,1,2,0.0,0,BB,Offline TA/TO,0,0,0,A,0,No Deposit,0,87.0,0,1,Couples,Foreign
0,8,2016,February,21,2,1,2,1.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,111.0,0,3,Family,Foreign
0,78,2016,February,20,2,2,2,0.0,0,BB,Offline TA/TO,0,0,0,A,0,No Deposit,0,60.0,0,1,Couples,Foreign
0,17,2016,February,21,2,1,2,0.0,0,BB,Offline TA/TO,0,0,0,A,0,No Deposit,0,87.0,0,0,Couples,Foreign
0,19,2016,February,21,2,1,2,0.0,0,BB,Offline TA/TO,0,0,0,A,0,No Deposit,0,66.0,0,0,Couples,Foreign
0,15,2016,February,20,2,2,2,0.0,0,BB,Offline TA/TO,0,0,0,A,0,No Deposit,0,87.0,0,0,Couples,Foreign
0,38,2016,February,22,1,1,1,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,91.9,0,1,Solo,Foreign
0,40,2016,February,21,2,1,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,62.29,0,2,Couples,Foreign
0,2,2016,February,21,2,1,2,0.0,0,BB,Offline TA/TO,0,0,0,A,0,No Deposit,0,82.0,0,0,Couples,Foreign
0,12,2016,February,20,2,2,2,1.0,0,BB,Offline TA/TO,0,0,0,A,0,No Deposit,0,100.0,0,1,Family,Foreign
0,9,2016,February,21,2,1,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,93.0,0,1,Couples,Foreign
0,9,2016,February,22,1,1,2,0.0,0,HB,Offline TA/TO,0,0,0,D,1,No Deposit,0,86.8,0,0,Couples,Foreign
0,14,2016,February,23,0,1,2,0.0,0,BB,Direct,0,0,0,A,0,No Deposit,0,67.0,0,1,Couples,Foreign
0,3,2016,February,23,0,2,2,0.0,0,BB,Direct,0,0,0,A,0,No Deposit,0,84.0,0,0,Couples,Foreign
0,20,2016,February,21,2,2,2,0.0,0,BB,Offline TA/TO,0,0,0,A,0,No Deposit,0,66.0,0,0,Couples,Foreign
0,34,2016,February,22,1,2,2,1.0,0,BB,Offline TA/TO,0,0,0,A,0,No Deposit,0,77.6,0,2,Family,Foreign
0,38,2016,February,21,2,2,2,0.0,0,BB,Offline TA/TO,0,0,0,D,0,No Deposit,0,75.8,0,0,Couples,Foreign
0,1,2016,February,24,0,1,1,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,91.0,0,0,Solo,Foreign
0,0,2016,February,24,0,1,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,97.0,0,0,Couples,Foreign
0,12,2016,February,23,0,2,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,93.0,0,0,Couples,Foreign
0,10,2016,February,20,2,3,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,81.0,0,0,Couples,Foreign
0,13,2016,February,23,0,2,2,0.0,0,HB,Direct,0,0,0,E,2,No Deposit,0,172.0,0,0,Couples,Foreign
0,8,2016,February,23,0,2,1,0.0,0,BB,Offline TA/TO,0,0,0,A,0,No Deposit,0,72.0,0,0,Solo,Foreign
0,36,2016,February,22,1,2,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,82.7,0,1,Couples,Foreign
0,6,2016,February,22,1,2,1,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,92.0,0,0,Solo,Foreign
0,6,2016,February,22,1,2,1,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,93.0,0,0,Solo,Foreign
0,9,2016,February,23,0,2,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,81.0,0,0,Couples,Foreign
0,31,2016,February,22,1,2,3,0.0,0,BB,Offline TA/TO,0,0,0,D,0,No Deposit,0,102.9,0,1,Family,Foreign
0,5,2016,February,22,1,2,2,0.0,0,SC,Online TA,0,0,0,A,1,No Deposit,0,77.1,0,0,Couples,Foreign
0,18,2016,February,22,1,2,2,1.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,120.0,0,2,Family,Foreign
0,86,2016,February,20,2,3,2,0.0,0,BB,Online TA,0,0,0,A,1,No Deposit,0,56.93,0,1,Couples,Foreign
0,9,2016,February,22,1,2,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,91.0,0,1,Couples,Foreign
0,0,2016,February,23,0,2,3,0.0,0,BB,Direct,0,0,0,D,0,No Deposit,0,136.0,0,0,Family,Foreign
0,32,2016,February,21,2,2,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,74.0,0,1,Couples,Foreign
0,32,2016,February,22,1,2,2,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,64.22,0,1,Couples,Foreign
0,27,2016,February,21,2,2,1,1.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,57.88,0,0,Other,Foreign
0,27,2016,February,21,2,2,1,2.0,0,BB,Online TA,0,0,0,E,0,No Deposit,0,107.92,0,0,Other,Foreign
0,14,2016,February,21,2,2,2,2.0,0,BB,Online TA,0,0,0,F,0,No Deposit,0,147.9,0,1,Family,Foreign
0,19,2016,February,23,0,2,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,81.0,0,2,Couples,Foreign
0,18,2016,February,21,2,2,2,0.0,0,BB,Offline TA/TO,0,0,0,A,0,No Deposit,0,87.0,0,0,Couples,Foreign
0,109,2016,February,21,2,2,2,0.0,0,BB,Online TA,0,0,0,A,2,No Deposit,0,62.7,0,0,Couples,Foreign
0,31,2016,February,21,2,2,2,1.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,72.31,0,0,Family,Foreign
0,5,2016,February,23,0,2,1,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,70.84,0,0,Solo,Foreign
0,15,2016,February,23,0,2,2,0.0,0,BB,Direct,0,0,0,A,0,No Deposit,0,91.0,0,0,Couples,Foreign
0,2,2017,June,26,1,1,2,0.0,0,BB,Direct,1,0,1,A,3,No Deposit,0,146.67,0,1,Couples,Foreign
0,6,2016,February,21,2,3,2,0.0,0,BB,Offline TA/TO,0,0,0,A,0,No Deposit,0,70.0,0,0,Couples,Foreign
0,7,2016,February,22,1,3,2,2.0,0,BB,Direct,0,0,0,E,0,No Deposit,0,137.0,0,3,Family,Foreign
0,5,2016,February,25,0,1,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,81.0,0,2,Couples,Foreign
0,17,2016,February,25,0,1,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,81.0,0,0,Couples,Foreign
0,2,2016,February,22,1,3,1,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,84.5,0,1,Solo,Foreign
0,14,2016,February,22,1,3,3,0.0,0,BB,Offline TA/TO,0,0,0,A,0,No Deposit,0,118.0,0,1,Family,Foreign
0,5,2016,February,22,1,3,2,1.0,0,BB,Direct,0,0,0,B,0,No Deposit,0,106.0,0,2,Family,Foreign
0,20,2016,February,24,0,2,2,0.0,0,BB,Online TA,0,0,0,A,1,No Deposit,0,67.22,0,2,Couples,Foreign
0,36,2016,February,22,1,3,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,71.3,0,1,Couples,Foreign
0,6,2016,February,23,0,3,2,1.0,0,HB,Online TA,0,0,0,A,1,No Deposit,0,158.5,0,2,Family,Foreign
0,19,2016,February,19,2,5,3,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,130.0,0,1,Family,Foreign
0,8,2016,February,22,1,3,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,93.0,0,0,Couples,Foreign
0,22,2016,February,19,2,5,2,0.0,0,BB,Direct,0,0,0,A,0,No Deposit,0,100.0,1,1,Couples,Foreign
0,3,2016,February,25,0,1,1,0.0,0,BB,Direct,0,0,0,D,0,No Deposit,0,106.0,0,0,Solo,Foreign
0,74,2016,February,21,2,3,3,0.0,0,BB,Offline TA/TO,0,0,0,F,0,No Deposit,0,112.0,0,0,Family,Foreign
0,20,2016,February,24,0,2,2,0.0,0,BB,Online TA,0,0,0,A,1,No Deposit,0,67.22,0,2,Couples,Foreign
0,6,2016,February,24,0,2,2,2.0,0,BB,Online TA,0,0,0,F,0,No Deposit,0,176.0,0,0,Family,Foreign
0,12,2016,February,23,0,3,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,72.07,0,1,Couples,Foreign
0,3,2016,February,22,1,3,1,0.0,0,BB,Direct,0,0,0,A,0,No Deposit,0,84.5,0,0,Solo,Foreign
0,9,2016,February,24,0,2,1,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,67.22,0,1,Solo,Foreign
0,7,2016,February,24,0,3,2,0.0,0,BB,Offline TA/TO,0,0,0,A,0,No Deposit,0,82.0,0,0,Couples,Foreign
0,0,2016,February,26,0,1,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,79.0,0,1,Couples,Foreign
0,68,2016,February,20,2,5,2,0.0,0,BB,Offline TA/TO,0,0,0,A,0,No Deposit,0,43.43,0,0,Couples,Foreign
0,39,2016,February,22,1,4,1,2.0,0,BB,Online TA,0,0,0,B,1,No Deposit,0,68.76,0,0,Other,Foreign
0,81,2016,February,24,0,3,3,0.0,0,BB,Offline TA/TO,0,0,0,A,0,No Deposit,0,92.1,0,0,Family,Foreign
1,1,2016,February,26,0,0,1,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,0.0,0,0,Solo,Foreign
0,12,2016,February,23,0,4,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,81.0,0,0,Couples,Foreign
0,14,2016,February,24,0,3,2,0.0,0,BB,Offline TA/TO,0,0,0,A,0,No Deposit,0,87.0,0,0,Couples,Foreign
0,1,2016,February,26,0,1,1,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,106.0,0,0,Solo,Foreign
0,50,2016,February,24,0,3,2,0.0,0,BB,Offline TA/TO,0,0,0,A,0,No Deposit,0,74.0,0,0,Couples,Foreign
0,3,2016,February,25,0,2,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,83.5,0,1,Couples,Foreign
0,15,2016,February,25,0,2,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,93.0,0,0,Couples,Foreign
0,20,2016,February,23,0,4,3,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,139.0,1,1,Family,Foreign
0,14,2016,February,24,0,3,3,0.0,0,BB,Offline TA/TO,0,0,0,A,0,No Deposit,0,118.0,0,1,Family,Foreign
0,38,2016,February,24,0,3,2,0.0,0,BB,Direct,0,0,0,A,1,No Deposit,0,75.5,0,0,Couples,Foreign
0,41,2016,February,22,1,4,2,2.0,0,BB,Online TA,0,0,0,B,2,No Deposit,0,139.5,0,0,Family,Foreign
0,4,2016,February,25,0,2,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,93.0,0,0,Couples,Foreign
0,0,2016,February,23,0,4,2,1.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,112.0,0,1,Family,Foreign
0,1,2016,February,26,0,1,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,79.0,0,0,Couples,Foreign
0,45,2016,February,21,2,4,2,0.0,0,BB,Direct,0,0,0,A,1,No Deposit,0,65.75,0,1,Couples,Foreign
0,4,2016,February,25,0,2,2,0.0,0,BB,Direct,0,0,0,E,0,No Deposit,0,127.0,0,0,Couples,Foreign
0,7,2016,February,23,0,4,2,1.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,111.0,0,2,Family,Foreign
0,17,2016,February,23,0,4,2,2.0,0,BB,Online TA,0,0,0,F,0,No Deposit,0,171.0,0,0,Family,Foreign
0,0,2016,February,27,0,0,1,0.0,0,SC,Direct,1,0,0,A,1,No Deposit,0,0.0,0,0,Solo,Foreign
0,1,2016,February,26,0,1,3,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,127.0,0,0,Family,Foreign
0,33,2016,February,23,0,4,2,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,61.6,0,1,Couples,Foreign
0,21,2016,February,25,0,2,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,81.0,0,0,Couples,Foreign
0,12,2016,February,24,0,3,1,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,80.0,0,0,Solo,Foreign
0,16,2016,February,26,0,1,1,0.0,0,BB,Corporate,0,0,0,A,1,No Deposit,0,31.0,0,1,Solo,Foreign
0,35,2016,February,24,0,3,2,0.0,0,BB,Online TA,0,0,0,A,1,No Deposit,0,93.63,0,1,Couples,Foreign
0,16,2016,February,26,0,1,1,0.0,0,BB,Corporate,0,0,0,A,1,No Deposit,0,31.0,0,2,Solo,Foreign
0,3,2016,February,26,0,1,1,0.0,0,BB,Corporate,0,0,0,A,1,No Deposit,0,31.0,0,1,Solo,Foreign
0,1,2016,February,26,0,2,1,0.0,0,BB,Direct,0,0,0,A,0,No Deposit,0,83.5,0,1,Solo,Foreign
0,44,2016,February,21,2,5,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,66.29,0,1,Couples,Foreign
0,1,2016,February,27,0,1,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,91.0,0,1,Couples,Foreign
0,18,2016,February,22,1,5,2,0.0,0,BB,Offline TA/TO,0,0,0,A,0,No Deposit,0,50.33,0,0,Couples,Foreign
0,40,2016,February,27,0,1,2,0.0,0,BB,Offline TA/TO,0,0,0,A,0,No Deposit,0,65.0,0,0,Couples,Foreign
0,45,2016,February,27,0,1,2,1.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,86.55,0,1,Family,Foreign
0,19,2016,February,23,0,5,2,0.0,0,BB,Offline TA/TO,0,0,0,A,0,No Deposit,0,87.0,0,0,Couples,Foreign
0,0,2016,February,27,0,1,2,0.0,0,BB,Online TA,0,0,0,A,1,No Deposit,0,89.0,0,1,Couples,Foreign
0,0,2016,February,27,0,1,1,0.0,0,BB,Online TA,0,0,0,A,1,No Deposit,0,89.0,0,0,Solo,Foreign
0,5,2016,February,24,0,4,1,0.0,0,BB,Corporate,0,0,0,A,0,No Deposit,0,80.0,0,0,Solo,Foreign
0,10,2016,February,24,0,4,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,93.0,0,1,Couples,Foreign
0,0,2016,February,25,0,3,2,0.0,0,BB,Direct,0,0,0,A,0,No Deposit,0,89.0,0,0,Couples,Foreign
0,44,2016,February,23,0,5,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,74.82,0,1,Couples,Foreign
0,13,2016,February,26,0,2,2,0.0,0,BB,Offline TA/TO,0,0,0,A,0,No Deposit,0,64.0,0,0,Couples,Foreign
0,12,2016,February,27,0,1,2,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,108.0,0,1,Couples,Foreign
0,9,2016,February,27,0,1,1,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,80.0,0,0,Solo,Foreign
0,1,2016,February,25,0,3,2,0.0,0,BB,Online TA,0,0,0,F,1,No Deposit,0,100.0,0,0,Couples,Foreign
0,7,2016,February,26,0,2,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,93.0,0,1,Couples,Foreign
0,12,2016,February,26,0,2,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,93.0,0,1,Couples,Foreign
0,12,2016,February,24,0,4,3,0.0,0,HB,Online TA,0,0,0,D,1,No Deposit,0,184.0,0,3,Family,Foreign
0,5,2016,February,27,0,1,2,1.0,0,BB,Online TA,0,0,0,A,1,No Deposit,0,93.0,0,0,Family,Foreign
0,37,2016,February,25,0,3,2,1.0,0,BB,Direct,0,0,0,F,3,No Deposit,0,144.9,0,1,Family,Foreign
0,14,2016,February,27,0,1,1,0.0,0,SC,Online TA,0,0,0,A,1,No Deposit,0,80.0,0,1,Solo,Foreign
0,3,2016,February,25,0,3,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,80.8,0,0,Couples,Foreign
0,45,2016,February,25,0,3,2,0.0,0,BB,Online TA,0,0,0,A,2,No Deposit,0,80.3,0,1,Couples,Foreign
0,35,2016,February,25,0,3,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,70.03,0,1,Couples,Foreign
0,7,2016,February,27,0,1,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,92.0,0,1,Couples,Foreign
0,3,2016,February,25,0,3,2,0.0,0,BB,Offline TA/TO,0,0,0,A,0,No Deposit,0,81.0,0,0,Couples,Foreign
0,14,2016,February,25,0,3,3,0.0,0,BB,Offline TA/TO,0,0,0,A,0,No Deposit,0,118.0,0,1,Family,Foreign
0,1,2016,February,25,0,3,1,2.0,0,BB,Online TA,0,0,0,B,1,No Deposit,0,71.0,0,0,Other,Foreign
0,1,2016,February,27,0,1,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,102.0,0,1,Couples,Foreign
0,1,2016,February,27,0,1,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,103.0,0,1,Couples,Foreign
0,18,2016,February,22,1,5,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,62.83,0,1,Couples,Foreign
0,18,2016,February,26,0,2,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,81.0,0,0,Couples,Foreign
0,45,2016,February,26,0,2,2,0.0,0,BB,Direct,0,0,0,D,0,No Deposit,0,81.9,0,2,Couples,Foreign
0,5,2016,February,25,0,3,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,93.0,0,1,Couples,Foreign
0,5,2016,February,27,0,1,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,81.07,1,2,Couples,Foreign
0,48,2016,February,26,0,2,2,0.0,0,BB,Online TA,0,0,0,A,1,No Deposit,0,79.4,0,1,Couples,Foreign
0,12,2016,February,24,0,4,2,1.0,0,HB,Online TA,0,0,0,A,1,No Deposit,0,158.5,0,3,Family,Foreign
0,15,2016,February,24,0,4,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,93.0,0,1,Couples,Foreign
0,2,2016,February,27,0,1,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,93.0,0,1,Couples,Foreign
0,33,2016,February,23,0,5,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,80.46,0,1,Couples,Foreign
0,3,2016,February,27,0,1,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,93.0,0,0,Couples,Foreign
0,16,2016,February,26,0,2,2,0.0,0,BB,Offline TA/TO,0,0,0,A,0,No Deposit,0,87.0,0,0,Couples,Foreign
0,6,2016,February,25,0,3,2,0.0,0,BB,Offline TA/TO,0,0,0,A,0,No Deposit,0,62.0,0,1,Couples,Foreign
0,6,2016,February,24,0,4,2,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,109.5,0,1,Couples,Foreign
0,4,2016,February,25,0,3,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,93.0,0,1,Couples,Foreign
0,7,2016,February,26,0,2,3,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,139.0,0,2,Family,Foreign
0,5,2016,February,24,0,4,1,0.0,0,BB,Corporate,0,0,0,A,0,No Deposit,0,80.0,0,0,Solo,Foreign
0,27,2016,February,25,1,3,2,0.0,0,BB,Direct,0,0,0,E,0,No Deposit,0,129.5,0,0,Couples,Foreign
0,9,2016,February,26,1,2,2,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,64.03,0,1,Couples,Foreign
0,20,2016,February,27,1,1,2,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,113.0,0,0,Couples,Foreign
0,22,2016,February,26,1,2,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,72.64,0,1,Couples,Foreign
0,10,2016,February,27,1,1,2,2.0,0,BB,Online TA,0,0,0,F,0,No Deposit,0,173.0,0,2,Family,Foreign
0,38,2016,February,26,1,2,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,61.07,0,1,Couples,Foreign
0,43,2016,February,26,1,2,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,88.5,1,1,Couples,Foreign
0,28,2016,February,26,1,2,2,0.0,0,BB,Offline TA/TO,0,0,0,A,0,No Deposit,0,57.0,0,0,Couples,Foreign
0,90,2016,February,26,1,2,2,0.0,0,BB,Direct,0,0,0,A,0,No Deposit,0,77.0,0,0,Couples,Foreign
0,32,2016,February,26,1,2,2,0.0,0,BB,Offline TA/TO,0,0,0,A,0,No Deposit,0,62.0,0,2,Couples,Foreign
0,35,2016,February,26,1,2,2,0.0,0,BB,Direct,0,0,0,D,0,No Deposit,0,86.9,0,1,Couples,Foreign
0,24,2016,February,25,1,3,2,0.0,0,BB,Offline TA/TO,0,0,0,A,0,No Deposit,0,59.5,0,0,Couples,Foreign
0,47,2016,February,26,1,2,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,81.5,1,1,Couples,Foreign
0,47,2016,February,26,1,2,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,72.5,0,0,Couples,Foreign
0,38,2016,February,27,1,1,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,73.2,0,1,Couples,Foreign
0,27,2016,February,27,1,1,3,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,135.0,0,1,Family,Foreign
0,36,2016,February,27,1,1,2,1.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,107.3,1,1,Family,Foreign
0,36,2016,February,27,1,1,2,0.0,0,BB,Online TA,0,0,0,A,1,No Deposit,0,91.3,0,0,Couples,Foreign
0,1,2016,February,27,1,1,2,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,117.0,0,0,Couples,Foreign
0,28,2016,February,26,1,2,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,70.04,0,1,Couples,Foreign
0,9,2016,February,25,1,3,2,2.0,0,BB,Online TA,0,0,0,F,2,No Deposit,0,182.0,1,0,Family,Foreign
0,6,2016,February,25,1,3,3,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,130.0,0,2,Family,Foreign
0,5,2016,February,21,3,5,2,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,67.05,0,1,Couples,Foreign
0,33,2016,February,26,1,2,2,1.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,102.37,0,1,Family,Foreign
0,117,2016,February,29,1,2,2,0.0,0,BB,Offline TA/TO,0,0,0,A,2,No Deposit,0,86.33,0,0,Couples,Foreign
0,34,2016,February,22,2,5,2,0.0,0,BB,Direct,0,0,0,A,0,No Deposit,0,80.04,1,0,Couples,Foreign
0,100,2016,February,25,1,3,2,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,65.49,0,3,Couples,Foreign
0,117,2016,February,29,1,1,1,0.0,0,BB,Offline TA/TO,0,0,0,A,2,No Deposit,0,75.0,0,0,Solo,Foreign
0,117,2016,February,29,1,1,1,0.0,0,BB,Offline TA/TO,0,0,0,A,0,No Deposit,0,76.0,0,0,Solo,Foreign
0,5,2016,February,27,2,1,2,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,108.0,0,1,Couples,Foreign
0,25,2016,February,26,2,2,3,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,106.88,0,2,Family,Foreign
0,43,2016,February,25,2,3,2,2.0,0,BB,Online TA,0,0,0,F,0,No Deposit,0,152.05,0,0,Family,Foreign
0,48,2016,February,27,2,1,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,86.3,0,1,Couples,Foreign
0,6,2016,February,28,2,0,2,0.0,0,BB,Offline TA/TO,0,0,0,A,0,No Deposit,0,54.0,0,0,Couples,Foreign
0,1,2016,February,27,2,1,2,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,108.0,0,1,Couples,Foreign
0,24,2016,February,27,2,1,2,0.0,0,BB,Offline TA/TO,0,0,0,D,0,No Deposit,0,48.67,0,0,Couples,Foreign
0,21,2016,February,29,1,0,1,0.0,0,BB,Offline TA/TO,0,0,0,E,1,No Deposit,0,142.0,0,0,Solo,Foreign
0,0,2016,February,29,1,0,1,0.0,0,BB,Direct,0,0,0,A,1,No Deposit,0,89.0,0,0,Solo,Foreign
0,116,2016,February,28,2,0,2,0.0,0,BB,Offline TA/TO,0,0,0,A,1,No Deposit,0,70.0,0,0,Couples,Foreign
0,46,2016,February,27,2,2,2,0.0,0,BB,Direct,0,0,0,A,0,No Deposit,0,74.68,0,0,Couples,Foreign
0,116,2016,February,28,2,1,1,0.0,0,BB,Offline TA/TO,0,0,0,A,0,No Deposit,0,76.0,0,0,Solo,Foreign
0,116,2016,February,28,2,1,2,0.0,0,BB,Offline TA/TO,0,0,0,A,1,No Deposit,0,87.0,0,0,Couples,Foreign
0,115,2016,February,27,2,2,2,0.0,0,BB,Offline TA/TO,0,0,0,A,2,No Deposit,0,87.0,0,0,Couples,Foreign
0,13,2016,March,1,0,1,1,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,93.8,0,1,Solo,Foreign
0,116,2016,February,28,2,1,1,0.0,0,BB,Offline TA/TO,0,0,0,A,0,No Deposit,0,76.0,0,0,Solo,Foreign
0,46,2016,March,1,0,1,1,0.0,0,BB,Offline TA/TO,0,0,0,A,0,No Deposit,0,59.32,0,0,Solo,Foreign
0,36,2016,March,1,0,1,1,0.0,0,BB,Corporate,0,0,0,A,0,No Deposit,0,86.5,0,0,Solo,Foreign
0,116,2016,February,28,2,1,1,0.0,0,BB,Offline TA/TO,0,0,0,A,0,No Deposit,0,76.0,0,0,Solo,Foreign
0,116,2016,February,28,2,1,1,0.0,0,BB,Offline TA/TO,0,0,0,A,0,No Deposit,0,76.0,0,0,Solo,Foreign
0,0,2016,March,1,0,1,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,101.0,0,0,Couples,Foreign
0,117,2016,February,29,1,1,1,0.0,0,BB,Offline TA/TO,0,0,0,A,1,No Deposit,0,76.0,0,0,Solo,Foreign
0,1,2016,March,1,0,1,1,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,96.0,0,1,Solo,Foreign
0,115,2016,February,27,2,2,1,0.0,0,BB,Offline TA/TO,0,0,0,A,1,No Deposit,0,76.0,0,0,Solo,Foreign
0,115,2016,February,27,2,2,1,0.0,0,BB,Offline TA/TO,0,0,0,A,1,No Deposit,0,76.0,0,1,Solo,Foreign
0,31,2016,February,28,2,1,2,0.0,0,BB,Offline TA/TO,0,0,0,A,0,No Deposit,0,71.33,0,0,Couples,Foreign
0,2,2016,February,26,2,3,1,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,110.6,0,1,Solo,Foreign
0,5,2016,March,1,0,1,1,0.0,0,BB,Groups,0,0,0,A,1,No Deposit,0,51.0,0,0,Solo,Foreign
0,30,2016,February,28,2,1,2,0.0,0,BB,Offline TA/TO,0,0,0,A,0,No Deposit,0,72.0,0,1,Couples,Foreign
0,26,2016,February,28,2,1,2,0.0,0,BB,Offline TA/TO,0,0,0,A,0,No Deposit,0,87.0,0,0,Couples,Foreign
0,33,2016,February,29,1,1,2,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,106.4,0,0,Couples,Foreign
